merchant,category,amt,gender,zip,city_pop,is_fraud,age,hour,is_weekend
"fraud_Towne, Walker and Borer",grocery_net,68.07,F,44412,2644,0,15478,4,weekday
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,494.44,F,36507,19090,0,35288,4,weekday
fraud_Price Inc,shopping_net,8.61,F,41810,502,0,24084,4,weekday
fraud_Terry-Huel,shopping_net,9.52,F,64470,1631,0,26652,4,weekday
fraud_McGlynn-Jaskolski,misc_pos,208.08,M,20012,601723,0,20262,4,weekday
fraud_Kihn-Fritsch,food_dining,30.12,F,6441,5438,0,22333,4,weekday
fraud_Mayert Group,shopping_pos,5.15,F,34112,276002,0,33438,4,weekday
fraud_Bauch-Raynor,grocery_pos,132.23,M,1330,1506,0,24022,4,weekday
fraud_Eichmann-Russel,misc_pos,35.0,M,95629,832,0,14115,4,weekday
fraud_Miller-Harris,misc_net,5.88,M,46702,2304,0,25736,4,weekday
"fraud_Heller, Gutmann and Zieme",grocery_pos,203.26,F,92648,190249,0,18011,4,weekday
"fraud_Heller, Gutmann and Zieme",grocery_pos,208.58,F,67851,2691,0,11834,4,weekday
fraud_Cummerata-Jones,gas_transport,57.69,M,40077,564,0,10866,4,weekday
fraud_Schumm PLC,shopping_net,9.46,M,59632,1939,0,21547,4,weekday
"fraud_Reichert, Huels and Hoppe",shopping_net,1.91,F,15665,1472,0,30989,4,weekday
"fraud_Greenfelder, Bartoletti and Davis",misc_net,4.86,M,56019,914,0,29752,4,weekday
"fraud_Schultz, Simonis and Little",grocery_pos,74.47,F,45622,321,0,17001,4,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,49.58,M,39439,4573,0,13843,4,weekday
fraud_Hermann-Gaylord,misc_pos,56.98,F,24266,9521,0,17614,4,weekday
fraud_Corwin-Gorczany,misc_net,8.34,M,37849,25459,0,20775,4,weekday
"fraud_Schaefer, Maggio and Daugherty",gas_transport,81.72,M,39439,4573,0,13843,4,weekday
fraud_Bailey-Morar,grocery_pos,123.9,F,96103,1725,0,21412,4,weekday
fraud_McDermott-Weimann,grocery_pos,185.98,F,72042,5161,0,11964,4,weekday
fraud_Bernhard Inc,gas_transport,56.61,F,12092,1304,0,20303,4,weekday
fraud_Sporer Inc,gas_transport,57.47,F,47451,1228,0,12721,4,weekday
fraud_Corwin-Collins,gas_transport,50.16,F,64019,2368,0,13325,4,weekday
fraud_Welch Inc,misc_net,4.1,F,61530,6713,0,29363,4,weekday
fraud_Auer-West,shopping_net,2.67,M,41836,798,0,36357,4,weekday
fraud_Balistreri-Nader,misc_pos,22.88,F,94971,337,0,26121,4,weekday
"fraud_Boehm, Predovic and Reinger",misc_pos,9.59,M,50421,3032,0,22434,4,weekday
fraud_Hudson-Ratke,grocery_pos,129.06,F,25442,1925,0,21879,4,weekday
fraud_Dibbert and Sons,entertainment,16.71,M,28117,69793,0,26330,4,weekday
"fraud_Rippin, Kub and Mann",misc_net,6.0,F,82227,241,0,16460,4,weekday
fraud_Mraz-Herzog,gas_transport,59.03,M,14425,10717,0,26751,4,weekday
"fraud_Lind, Huel and McClure",gas_transport,63.89,M,78248,1595797,0,18275,4,weekday
fraud_Kutch LLC,gas_transport,67.45,F,4680,1131,0,24351,4,weekday
"fraud_Zieme, Bode and Dooley",gas_transport,42.14,F,58579,1190,0,28317,4,weekday
"fraud_Lind, Huel and McClure",gas_transport,55.81,F,76857,1791,0,22082,4,weekday
fraud_Eichmann-Russel,misc_pos,8.61,F,36507,19090,0,35288,4,weekday
"fraud_Rohan, White and Aufderhar",misc_net,2.73,F,47110,350,0,25937,4,weekday
fraud_Luettgen PLC,gas_transport,71.54,F,15920,922,0,19455,4,weekday
fraud_Cummings LLC,gas_transport,51.75,F,14120,45100,0,11764,4,weekday
fraud_Conroy-Cruickshank,gas_transport,84.46,F,29438,2408,0,10415,4,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,175.51,F,91321,34882,0,19983,4,weekday
fraud_McCullough Group,grocery_net,66.01,F,75662,24536,0,15428,4,weekday
"fraud_Schaefer, Maggio and Daugherty",gas_transport,60.2,F,79842,498,0,12831,4,weekday
fraud_Emard Inc,gas_transport,52.81,F,14537,207,0,23115,4,weekday
fraud_Kutch LLC,gas_transport,69.64,M,96038,589,0,29239,4,weekday
fraud_Donnelly PLC,misc_net,195.41,F,72042,5161,0,11964,4,weekday
fraud_Kunde-Sanford,misc_net,6.77,F,5733,5895,0,18443,4,weekday
fraud_Rau and Sons,grocery_pos,124.7,F,15484,328,0,15509,4,weekday
fraud_Jast-McDermott,shopping_pos,1.75,F,17058,1909,0,26073,4,weekday
"fraud_Streich, Dietrich and Barton",shopping_net,9.34,F,15449,184,0,29286,4,weekday
fraud_O'Keefe-Hudson,grocery_pos,209.89,F,85020,1312922,0,16148,4,weekday
fraud_Lesch Ltd,shopping_pos,2.16,M,26237,571,0,21300,4,weekday
fraud_McDermott-Weimann,grocery_pos,236.18,F,83646,84106,0,20056,4,weekday
"fraud_Connelly, Reichert and Fritsch",gas_transport,57.36,F,64019,2368,0,13325,4,weekday
fraud_Cummerata-Jones,gas_transport,55.99,M,91206,172817,0,15869,4,weekday
fraud_Pagac LLC,shopping_pos,4.58,M,43985,128,0,29136,4,weekday
"fraud_Streich, Hansen and Veum",gas_transport,61.39,F,99160,149,0,17369,4,weekday
fraud_Dooley-Thompson,misc_net,5.38,M,79906,749635,0,19346,4,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,101.82,M,56152,1507,0,11777,4,weekday
fraud_Kuvalis Ltd,gas_transport,48.93,F,21102,11751,0,22609,4,weekday
fraud_Kilback LLC,grocery_pos,88.53,M,15834,4533,0,20523,4,weekday
"fraud_Reichert, Shanahan and Hayes",shopping_net,78.56,M,82711,110,0,19231,4,weekday
fraud_Doyle Ltd,grocery_pos,62.13,F,76626,1563,0,17478,5,weekday
"fraud_Bernier, Streich and Jewess",grocery_net,49.54,F,78584,18128,0,12847,5,weekday
"fraud_Greenholt, O'Hara and Balistreri",shopping_net,3.17,F,76678,263,0,25426,5,weekday
fraud_Dickinson-Rempel,misc_pos,16.85,F,64726,467,0,27621,5,weekday
fraud_Dare-Marvin,entertainment,9.11,F,38079,5577,0,22290,5,weekday
fraud_Ledner-Pfannerstill,gas_transport,43.76,F,8014,504,0,16581,5,weekday
"fraud_Ruecker, Beer and Collier",shopping_net,95.95,M,38039,1804,0,18714,5,weekday
fraud_Kris-Weimann,misc_net,1.13,M,62888,2135,0,23719,5,weekday
fraud_Funk Group,grocery_net,27.02,M,20634,5927,0,19207,5,weekday
fraud_Spencer PLC,entertainment,6.5,F,19310,3066,0,35607,5,weekday
"fraud_Wiza, Schaden and Stark",misc_pos,45.4,F,92637,45303,0,20472,5,weekday
fraud_Stamm-Rodriguez,misc_pos,26.86,F,60432,128354,0,12408,5,weekday
"fraud_Langworth, Boehm and Gulgowski",shopping_net,17.28,M,16878,1762,0,23261,5,weekday
"fraud_Larkin, Stracke and Greenfelder",entertainment,141.63,F,61530,6713,0,29363,5,weekday
fraud_Smitham-Schiller,grocery_net,56.31,M,76008,13602,0,15163,5,weekday
fraud_Kutch-Hegmann,grocery_net,105.66,M,27311,3402,0,35872,5,weekday
"fraud_Nicolas, Hills and McGlynn",entertainment,53.49,F,21102,11751,0,22609,5,weekday
fraud_Spinka Inc,grocery_net,48.31,M,80436,565,0,17302,5,weekday
"fraud_Schaefer, Maggio and Daugherty",gas_transport,81.25,F,87116,641349,0,21535,5,weekday
fraud_Smitham-Schiller,grocery_net,106.82,F,36507,19090,0,35288,5,weekday
"fraud_Yost, Block and Koepp",misc_pos,7.38,F,72042,5161,0,11964,5,weekday
"fraud_Raynor, Reinger and Hagenes",gas_transport,65.94,F,20687,313,0,18186,5,weekday
fraud_Bailey-Morar,grocery_pos,193.1,F,91702,59705,0,15541,5,weekday
fraud_Ledner-Pfannerstill,gas_transport,75.19,M,16314,5507,0,19158,5,weekday
fraud_Vandervort-Funk,grocery_pos,124.33,F,32323,217,0,13134,5,weekday
fraud_Rodriguez Group,gas_transport,46.81,M,28901,5354,0,22186,5,weekday
fraud_Koepp-Parker,grocery_pos,47.33,M,1844,47249,0,16484,5,weekday
"fraud_Douglas, Schneider and Turner",shopping_pos,8.31,F,44483,75903,0,25116,5,weekday
"fraud_Streich, Hansen and Veum",gas_transport,79.27,M,44223,47772,0,21920,5,weekday
fraud_Kuphal-Predovic,misc_net,494.16,F,67851,2691,0,11834,5,weekday
fraud_McGlynn-Jaskolski,misc_pos,209.53,F,49854,6469,0,17074,5,weekday
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,184.79,F,49854,6469,0,17074,5,weekday
"fraud_Huel, Hammes and Witting",grocery_pos,92.31,F,73559,540,0,15430,5,weekday
fraud_Parisian and Sons,gas_transport,84.88,F,38677,4198,0,8967,5,weekday
fraud_Flatley-Durgan,misc_net,2.83,M,10604,11250,0,17678,5,weekday
fraud_Parisian and Sons,gas_transport,46.22,F,14816,520,0,12507,5,weekday
"fraud_Streich, Hansen and Veum",gas_transport,68.38,M,78631,2395,0,11741,5,weekday
fraud_Kutch LLC,gas_transport,55.52,F,53801,878,0,18678,5,weekday
fraud_Sporer Inc,gas_transport,53.62,F,16034,2054,0,22804,5,weekday
fraud_Sporer Inc,gas_transport,51.84,F,97441,260,0,25332,5,weekday
fraud_Prohaska-Murray,gas_transport,46.66,F,64470,1631,0,26652,5,weekday
fraud_Kunze Inc,grocery_pos,187.35,F,53129,13973,0,16319,5,weekday
fraud_Donnelly PLC,misc_net,6.28,M,48706,67858,0,11260,5,weekday
fraud_Gislason Group,misc_pos,45.24,M,4210,23045,0,24601,5,weekday
fraud_Cole PLC,grocery_pos,89.95,M,55403,1022298,0,17999,5,weekday
"fraud_Lind, Huel and McClure",gas_transport,53.86,F,72059,37,0,24845,5,weekday
fraud_Bartoletti-Wunsch,gas_transport,56.65,F,96103,1725,0,21412,5,weekday
fraud_Bednar Group,misc_net,217.59,F,73754,1078,0,26850,5,weekday
fraud_Lockman Ltd,grocery_pos,103.95,M,21790,100,0,16831,5,weekday
fraud_Koepp-Parker,grocery_pos,72.43,F,29661,5648,0,33333,5,weekday
fraud_Bailey-Morar,grocery_pos,71.03,M,11768,21902,0,18135,5,weekday
fraud_O'Keefe-Hudson,grocery_pos,175.26,F,82901,27971,0,15136,5,weekday
fraud_Hudson-Ratke,grocery_pos,104.14,F,12910,2148,0,26529,5,weekday
fraud_Heller-Langosh,gas_transport,62.62,F,96776,1490,0,12690,5,weekday
"fraud_Larkin, Stracke and Greenfelder",entertainment,67.8,M,45879,6284,0,32795,5,weekday
"fraud_Gottlieb, Considine and Schultz",shopping_net,1.14,M,44857,23805,0,20410,5,weekday
fraud_Herzog Ltd,misc_pos,6.96,F,75858,43,0,27856,5,weekday
fraud_Hermann-Gaylord,misc_pos,9.03,F,14510,4895,0,24544,5,weekday
"fraud_Stroman, Hudson and Erdman",gas_transport,62.28,M,28372,14783,0,25631,5,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,56.88,M,15217,687276,0,19075,5,weekday
fraud_Barton Inc,grocery_pos,103.51,F,14586,10256,0,21018,5,weekday
fraud_Zboncak Ltd,food_dining,45.04,M,70466,8512,0,27157,5,weekday
fraud_Emard Inc,gas_transport,32.6,F,64630,602,0,26112,5,weekday
"fraud_Ferry, Lynch and Kautzer",misc_net,25.2,F,58651,475,0,25628,5,weekday
fraud_Vandervort-Funk,grocery_pos,83.38,F,97403,191096,0,22558,5,weekday
fraud_Gerlach Inc,shopping_net,321.15,M,67584,269,0,23070,5,weekday
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,30.86,F,16048,139,0,26162,5,weekday
fraud_Emard Inc,gas_transport,42.79,M,54654,153,0,23340,5,weekday
"fraud_Monahan, Bogisich and Ledner",misc_pos,5.24,F,75858,43,0,27856,5,weekday
fraud_Wilkinson Ltd,entertainment,42.83,F,34112,276002,0,33438,5,weekday
"fraud_Adams, Kovacek and Kuhlman",grocery_net,74.85,F,94015,107941,0,12516,5,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,109.17,F,62856,324,0,18105,5,weekday
"fraud_Goldner, Kovacek and Abbott",grocery_pos,62.94,F,76834,5908,0,23290,5,weekday
fraud_Brekke and Sons,gas_transport,102.45,M,15217,687276,0,19075,5,weekday
fraud_Hermann-Gaylord,misc_pos,5.45,F,2630,1850,0,22657,5,weekday
fraud_Bradtke PLC,grocery_pos,34.0,F,71960,1383,0,9617,5,weekday
"fraud_Kerluke, Considine and Macejkovic",misc_net,7.81,F,73559,540,0,15430,5,weekday
fraud_DuBuque LLC,grocery_pos,110.63,F,29320,530,0,13389,5,weekday
"fraud_Rowe, Batz and Goodwin",grocery_pos,83.69,F,33909,156391,0,21154,5,weekday
fraud_Upton PLC,entertainment,60.78,M,22151,104396,0,27444,5,weekday
"fraud_Little, Gutmann and Lynch",shopping_net,85.24,M,79085,53,0,12257,6,weekday
fraud_Prohaska-Murray,gas_transport,68.47,F,59448,743,0,19608,6,weekday
fraud_Howe Ltd,misc_pos,138.38,F,25832,3994,0,32572,6,weekday
fraud_Jast-McDermott,shopping_pos,15.44,F,33620,717255,0,21665,6,weekday
fraud_Friesen-D'Amore,gas_transport,52.09,F,36507,19090,0,35288,6,weekday
fraud_Cummerata-Jones,gas_transport,73.5,M,76240,26120,0,26301,6,weekday
fraud_Lockman Ltd,grocery_pos,120.08,F,6024,647,0,13985,6,weekday
fraud_Strosin-Cruickshank,grocery_pos,85.88,F,34112,276002,0,33438,6,weekday
fraud_Dickinson-Rempel,misc_pos,1.34,M,67635,169,0,26461,6,weekday
fraud_Heidenreich PLC,grocery_pos,146.38,M,48636,864,0,30566,6,weekday
fraud_Schmitt Inc,gas_transport,56.09,M,42634,1565,0,20988,6,weekday
fraud_Bogisich Inc,grocery_pos,107.69,M,62970,639,0,15867,6,weekday
fraud_Pacocha-Bauch,shopping_pos,1.95,F,84325,2078,0,22856,6,weekday
fraud_Medhurst PLC,shopping_net,10.09,F,73754,1078,0,26850,6,weekday
fraud_Brekke and Sons,gas_transport,107.32,M,28314,238602,0,11928,6,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,69.75,F,20036,601723,0,14546,6,weekday
"fraud_Ferry, Lynch and Kautzer",misc_net,5.34,F,79759,23,0,20570,6,weekday
fraud_Mayert Group,shopping_pos,4.12,F,15449,184,0,29286,6,weekday
fraud_Marks Inc,gas_transport,75.42,F,79772,12747,0,14129,6,weekday
fraud_Hudson-Ratke,grocery_pos,199.55,F,80120,320420,0,18425,6,weekday
fraud_Murray-Smitham,grocery_pos,89.52,F,29911,1725,0,18663,6,weekday
"fraud_Heller, Gutmann and Zieme",grocery_pos,56.57,M,59714,18182,0,18457,6,weekday
fraud_Frami Group,entertainment,1.86,M,70062,68211,0,30942,6,weekday
fraud_Pouros-Haag,shopping_pos,8.75,M,74074,55345,0,28377,6,weekday
fraud_Miller-Harris,misc_net,9.41,M,42211,13422,0,23504,6,weekday
fraud_Ortiz Group,grocery_net,47.51,M,30803,741,0,14501,6,weekday
fraud_Harber Inc,gas_transport,94.48,F,99160,149,0,17369,6,weekday
fraud_Corwin-Collins,gas_transport,79.27,F,25049,630,0,24270,6,weekday
fraud_Goldner-Lemke,entertainment,19.91,F,21405,92106,0,30177,6,weekday
fraud_Berge LLC,gas_transport,79.39,M,83643,129,0,21940,6,weekday
fraud_Pagac LLC,shopping_pos,5.05,F,97753,2016,0,26313,6,weekday
fraud_McCullough LLC,misc_pos,6.92,M,56019,914,0,29752,6,weekday
fraud_Lind-Buckridge,entertainment,2.3,F,19310,3066,0,35607,6,weekday
fraud_Huels-Hahn,gas_transport,56.62,F,43070,133,0,26278,6,weekday
fraud_Dooley-Thompson,misc_net,9.09,M,45801,86954,0,12223,6,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,102.1,F,76578,1766,0,18270,6,weekday
fraud_Strosin-Cruickshank,grocery_pos,168.42,F,73754,1078,0,26850,6,weekday
fraud_Deckow-O'Conner,grocery_pos,138.23,M,24983,2443,0,30766,6,weekday
fraud_Erdman-Kertzmann,gas_transport,69.72,F,64686,271,0,19624,6,weekday
fraud_Hills-Olson,grocery_net,48.39,F,48193,15623,0,11756,6,weekday
fraud_Huels-Nolan,gas_transport,53.33,F,13647,69,0,12637,6,weekday
fraud_Hickle Group,shopping_pos,142.88,M,53924,1360,0,15039,6,weekday
"fraud_Schultz, Simonis and Little",grocery_pos,98.01,M,46366,5791,0,24201,6,weekday
fraud_Koepp-Witting,grocery_pos,154.0,F,2630,1850,0,22657,6,weekday
fraud_Koss and Sons,gas_transport,47.19,F,70732,1178,0,27239,6,weekday
"fraud_Mosciski, Ziemann and Farrell",shopping_net,38.21,F,34953,181438,0,33534,6,weekday
fraud_Stamm-Rodriguez,misc_pos,76.4,F,72011,4074,0,18283,6,weekday
fraud_Conroy Ltd,shopping_pos,15.73,F,70732,1178,0,27239,6,weekday
fraud_Huels-Hahn,gas_transport,43.05,F,61830,478,0,24103,6,weekday
"fraud_Schumm, Bauch and Ondricka",grocery_pos,50.18,M,37302,3730,0,12765,6,weekday
"fraud_Moen, Reinger and Murphy",grocery_pos,127.55,M,24927,365,0,20390,6,weekday
fraud_McGlynn-Heathcote,misc_net,1636.87,F,31563,1324,0,36341,6,weekday
fraud_Bednar Group,misc_net,6.7,M,52768,1426,0,25146,6,weekday
fraud_Miller-Hauck,grocery_pos,65.52,M,78040,248858,0,20070,6,weekday
fraud_Kilback LLC,grocery_pos,94.7,F,90403,92043,0,23635,6,weekday
fraud_Kling-Grant,grocery_net,60.32,M,16314,5507,0,19158,6,weekday
fraud_Kuphal-Predovic,misc_net,5.68,M,73719,83,0,24637,6,weekday
fraud_McGlynn-Heathcote,misc_net,199.91,F,82072,35371,0,13643,6,weekday
fraud_Parisian and Sons,gas_transport,69.77,M,12534,17867,0,10026,6,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,78.73,M,3601,477,0,13783,6,weekday
fraud_Cole PLC,grocery_pos,95.02,F,26339,255,0,19754,6,weekday
fraud_Torp-Labadie,gas_transport,48.1,F,82221,635,0,19173,6,weekday
fraud_Rempel Inc,shopping_net,6.64,M,28117,69793,0,26330,6,weekday
fraud_Sporer Inc,gas_transport,46.58,M,3818,3807,0,9573,6,weekday
fraud_Herman Inc,misc_pos,40.77,M,57756,1126,0,16580,6,weekday
"fraud_Kihn, Abernathy and Douglas",shopping_net,7.12,F,67038,602,0,24547,6,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,64.92,M,68626,614,0,21388,6,weekday
fraud_Dare-Marvin,entertainment,1.9,M,16421,2518,0,29196,6,weekday
"fraud_Greenholt, Jacobi and Gleason",gas_transport,50.13,F,56592,516,0,21766,6,weekday
fraud_Ledner-Pfannerstill,gas_transport,37.0,F,53801,878,0,18678,6,weekday
fraud_McCullough LLC,misc_pos,8.73,M,12575,2258,0,32440,6,weekday
fraud_Bailey-Morar,grocery_pos,157.71,F,73669,1675,0,14498,6,weekday
fraud_Cummings LLC,gas_transport,56.5,F,15484,328,0,15509,6,weekday
fraud_Pacocha-O'Reilly,grocery_pos,78.49,F,52535,888,0,13804,6,weekday
fraud_Rempel Inc,shopping_net,87.84,M,11964,1858,0,15287,6,weekday
fraud_Sporer Inc,gas_transport,61.04,M,22968,9815,0,18449,6,weekday
fraud_Gutmann-Upton,misc_pos,100.93,F,12986,6120,0,17989,6,weekday
fraud_Lockman Ltd,grocery_pos,136.43,F,70732,1178,0,27239,6,weekday
fraud_Friesen-D'Amore,gas_transport,68.73,F,42171,6841,0,9714,7,weekday
fraud_Torp-Labadie,gas_transport,77.02,M,71762,2501,0,14457,7,weekday
fraud_Volkman-Predovic,shopping_net,6.48,F,86329,1179,0,25922,7,weekday
fraud_Koepp-Witting,grocery_pos,66.52,M,48088,134056,0,25295,7,weekday
fraud_Mraz-Herzog,gas_transport,60.1,F,72059,37,0,24845,7,weekday
fraud_Bednar Group,misc_net,5.78,F,61530,6713,0,29363,7,weekday
fraud_Kuhn LLC,misc_net,124.79,F,54896,1478,0,22172,7,weekday
"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,9.82,M,46366,5791,0,24201,7,weekday
"fraud_Raynor, Feest and Miller",gas_transport,61.41,M,1545,35299,0,18517,7,weekday
fraud_Funk Group,grocery_net,51.28,F,85086,1312922,0,9537,7,weekday
"fraud_Christiansen, Goyette and Schamberger",gas_transport,92.76,F,84325,2078,0,22856,7,weekday
fraud_Trantow PLC,grocery_net,42.54,M,4616,824,0,18696,7,weekday
fraud_Conroy-Cruickshank,gas_transport,71.06,F,63665,241,0,18702,7,weekday
fraud_Bogisich-Homenick,misc_net,4.26,M,35811,190178,0,19276,7,weekday
fraud_Jast and Sons,food_dining,74.09,F,92882,233717,0,21782,7,weekday
fraud_Conroy Ltd,shopping_pos,6.59,M,33809,237282,0,27847,7,weekday
fraud_Kiehn-Emmerich,grocery_pos,67.98,M,45879,6284,0,32795,7,weekday
fraud_Koepp-Parker,grocery_pos,106.83,M,43903,2208,0,23497,7,weekday
fraud_Bernhard Inc,gas_transport,56.59,M,12093,1666,0,21011,7,weekday
"fraud_Baumbach, Strosin and Nicolas",shopping_pos,6.71,F,31092,7420,0,25196,7,weekday
fraud_Stark-Batz,entertainment,16.08,M,16421,2518,0,29196,7,weekday
fraud_Bogisich Inc,grocery_pos,63.22,F,62939,3119,0,30583,7,weekday
fraud_Bailey-Morar,grocery_pos,60.65,M,84532,9772,0,13195,7,weekday
fraud_Hickle Group,shopping_pos,127.09,M,24433,99,0,14532,7,weekday
"fraud_Towne, Greenholt and Koepp",shopping_net,4.56,F,29170,52126,0,35203,7,weekday
"fraud_Lockman, West and Runte",grocery_pos,99.92,F,26339,255,0,19754,7,weekday
fraud_Mraz-Herzog,gas_transport,60.15,F,82190,369,0,30735,7,weekday
fraud_Emard Inc,gas_transport,42.1,F,97377,917,0,11143,7,weekday
fraud_Schamberger-O'Keefe,grocery_pos,205.76,F,64114,545147,0,13932,7,weekday
fraud_Brekke and Sons,gas_transport,55.68,M,55403,1022298,0,17999,7,weekday
"fraud_Casper, Hand and Zulauf",grocery_pos,194.98,F,28405,186140,0,15676,7,weekday
fraud_Dickinson Ltd,misc_pos,40.8,F,67556,320,0,23638,7,weekday
fraud_Nienow PLC,entertainment,22.82,M,30257,4138,0,20692,7,weekday
fraud_Wolf Inc,grocery_pos,212.87,F,64114,545147,0,13932,7,weekday
fraud_Sporer Inc,gas_transport,31.66,M,24983,2443,0,30766,7,weekday
fraud_Volkman Ltd,misc_net,23.05,F,58765,248,0,21060,7,weekday
fraud_Rempel Inc,shopping_net,83.17,M,62970,639,0,15867,7,weekday
fraud_Emmerich-Luettgen,grocery_net,63.31,M,14733,3833,0,20181,7,weekday
fraud_Kutch LLC,gas_transport,77.83,F,97492,597,0,23611,7,weekday
fraud_Mante Group,misc_net,3.68,M,49705,937,0,24750,7,weekday
fraud_Murray-Smitham,grocery_pos,95.8,M,76445,407,0,17321,7,weekday
"fraud_Baumbach, Feeney and Morar",shopping_net,3.15,F,67545,215,0,20867,7,weekday
fraud_Thiel PLC,misc_pos,508.59,F,14120,45100,0,11764,7,weekday
"fraud_Reilly, Heaney and Cole",gas_transport,55.35,M,62888,2135,0,23719,7,weekday
fraud_Hudson-Ratke,grocery_pos,123.2,F,38315,3876,0,23792,7,weekday
fraud_Kuhic LLC,shopping_net,1.13,F,61830,478,0,24103,7,weekday
"fraud_Olson, Becker and Koch",gas_transport,91.22,F,80120,320420,0,18425,7,weekday
fraud_Mohr Inc,shopping_pos,8.19,F,21102,11751,0,22609,7,weekday
fraud_Kiehn Inc,grocery_pos,78.8,M,73624,2142,0,18090,7,weekday
"fraud_Hagenes, Kohler and Hoppe",food_dining,116.04,F,17327,7565,0,26970,7,weekday
fraud_Mraz-Herzog,gas_transport,63.54,F,22810,863,0,19511,7,weekday
fraud_Harris Inc,gas_transport,68.85,M,64659,964,0,18645,7,weekday
fraud_Kerluke Inc,misc_net,9.21,F,13367,8830,0,12705,7,weekday
fraud_Block-Parisian,misc_net,76.86,M,31630,419,0,12857,7,weekday
fraud_McDermott-Weimann,grocery_pos,150.82,M,93529,633,0,35917,7,weekday
"fraud_Robel, Cummerata and Prosacco",gas_transport,51.44,M,4287,3224,0,10367,7,weekday
fraud_Heller-Langosh,gas_transport,57.83,F,4680,1131,0,24351,7,weekday
fraud_Mraz-Herzog,gas_transport,69.05,F,67020,1689,0,10279,7,weekday
fraud_Dooley Inc,shopping_pos,147.56,M,79413,254282,0,27009,7,weekday
"fraud_Robel, Cummerata and Prosacco",gas_transport,77.62,F,64058,123373,0,12096,7,weekday
fraud_Turcotte-Halvorson,misc_pos,42.88,F,27522,12335,0,13992,7,weekday
fraud_Jaskolski-Dibbert,grocery_net,30.93,M,67232,409656,0,14623,7,weekday
fraud_Mayert Group,shopping_pos,117.96,M,48371,24840,0,24096,7,weekday
fraud_Kunde-Sanford,misc_net,3.18,M,63829,1120,0,25104,7,weekday
fraud_Cole PLC,grocery_pos,125.69,M,83643,129,0,21940,7,weekday
fraud_Bashirian Group,shopping_net,8.11,M,62360,1656,0,20612,7,weekday
fraud_Dickinson Ltd,misc_pos,3.34,F,92882,233717,0,21782,7,weekday
"fraud_Cremin, Hamill and Reichel",misc_pos,32.44,M,53924,1360,0,15039,7,weekday
fraud_Mraz-Herzog,gas_transport,66.36,F,29438,2408,0,10415,7,weekday
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,105.76,F,35903,67082,0,20455,7,weekday
fraud_Kling-Grant,grocery_net,51.66,F,77026,2906700,0,15479,7,weekday
fraud_Jast-McDermott,shopping_pos,127.2,M,3601,477,0,13783,7,weekday
fraud_Dickinson-Rempel,misc_pos,4.21,M,14707,239,0,25454,7,weekday
fraud_Sawayn PLC,shopping_pos,113.41,M,73754,1078,0,13244,7,weekday
fraud_Pfeffer and Sons,shopping_pos,5.05,F,43408,269,0,22031,7,weekday
"fraud_Tromp, Kerluke and Glover",grocery_net,49.76,M,14778,1453,0,18956,7,weekday
fraud_Jewess LLC,shopping_pos,9.37,M,12992,4778,0,26142,8,weekday
fraud_Stracke-Lemke,grocery_pos,134.75,F,31563,1324,0,36341,8,weekday
